Book,Chapter,Verse,Content
민수기,16,30,여호와 하사 열다 모든 유물 삼키다 스올 빠지다 여호와 멸시 알리
민수기,16,31,모든 마치다 서다 땅바닥 갈라지다
민수기,16,32,열다 고라 모든 사람과 재물 삼키다
민수기,16,33,모든 재물 스올 빠지다 덮이다 회중 가운데 망하다
민수기,16,34,주위 이스라엘 부르짖다 듣다 도망 삼키다 두렵다
민수기,16,35,여호와 나오다 분향 이백오십 사르다
민수기,16,36,향로 여호와 모세 말씀
민수기,16,37,제사장 아론 아들 엘르아살 명령 붙다 가운데 향로 가다 쏟다 향로 거룩하다
민수기,16,38,범죄 생명 스스로 향로 여호와 드리다 향로 거룩하다 되어다 향로 치다 제단 싸다 철판 만들다 이스라엘 자손
민수기,16,39,제사장 엘르아살 불타다 드리다 향로 가다 치다 제단 싸다
민수기,16,40,이스라엘 자손 기념물 아론 자손 여호와 분향 가까이 오지 고라 무리 위함 여호와 모세 명령
민수기,16,41,아론 백성 이튿날 이스라엘 자손 회중 모세 아론 원망하다 여호와 백성 죽이다
민수기,16,42,회중 모이다 모세 아론 회막 바라보다 구름 회막 덮다 여호와 영광 나타나다
민수기,16,43,모세 아론 회막
민수기,16,44,여호와 모세 말씀
민수기,16,45,회중 떠나다 순식간 하노 엎드리다
민수기,16,46,모세 아론 향로 가다 제단 담다 피우다 가지 급하다 회중 가다 속죄 여호와 진노 염병 시작 되어다
민수기,16,47,아론 모세 명령 따르다 향로 가지 회중 달려가다 백성 염병 시작 되어다 백성 속죄
민수기,16,48,죽다 사이 서다 염병 그치다
민수기,16,49,고라 일로 죽다 염병 죽다 자가 사천칠백
민수기,16,50,염병 치매 아론 회막 모세 돌아오다
민수기,17,1,아론 지팡이 여호와 모세 말씀
민수기,17,2,이스라엘 자손 조상 가문 따르다 지팡이 취하 조상 가문 모든 지휘 지팡이 취하 이름 지팡이 쓰다
민수기,17,3,레위 지팡이 아론 이름 쓰다 조상 가문 수령 지팡이
민수기,17,4,지팡이 회막 만나다 증거 두르다
민수기,17,5,자의 지팡이 나리 이스라엘 자손 대하 원망하다 그치다 하리
민수기,17,6,모세 이스라엘 자손 말다 지휘 지팡이 주다 지팡이 아론 지팡이
민수기,17,7,모세 지팡이 증거 장막 여호와 두다
민수기,17,8,이튿날 모세 증거 장막 들어가다 레위 내다 아론 지팡이 돋다 순이 나다 피어 살구 열매 열리다
민수기,17,9,모세 지팡이 여호와 이스라엘 모든 자손 가져오다 지팡이 집다 들다
민수기,17,10,여호와 모세 아론 지팡이 증거 도로 가다 거기 간직 반역 표징 내다 원망 죽지
민수기,17,11,모세 여호와 명령
민수기,17,12,이스라엘 자손 모세 죽다 되어다 망하다 되어다 망하다 되어다
민수기,17,13,가까이 나아가다 여호와 가까이 나아가다 사오다 망하다 하리
민수기,18,1,제사장 레위인 직무 여호와 아론 아들 조상 가문 담당 아들 제사장 직분 담당
민수기,18,2,형제 레위 조상 데리다 아들 증거 장막 돕다 하라
민수기,18,3,레위인 직무 장막 모든 직무 지키다 소의 기구 제단 가까이 하리 두렵다 죽다 하노
민수기,18,4,레위인 합동 장막 모든 일과 회막 직무 가까이
민수기,18,5,소의 직무 제단 직무 하라 리하 여호와 진노 다시다 이스라엘 자손
민수기,18,6,보라 이스라엘 자손 형제 레위인 택하 내다 돌리다 선물 주어 회막
민수기,18,7,아들 제단 휘장 모든 대하 제사장 직분 지키다 섬기다 제사장 직분 선물 주다 거기 가까이 외인 죽이다 당하다
민수기,18,8,제사장 여호와 아론 보라 제물 이스라엘 자손 거룩하다 모든 주관 기름 부음 받다 음으로 아들 영구 음식 주노
민수기,18,9,지성 사르 내다 드리다 모든 물의 모든 소제 속죄 제물 거룩하다 아들 돌리다
민수기,18,10,거룩하다 여기다 먹다 남자 먹다
민수기,18,11,돌리다 이스라엘 자손 드리다 제물 모든 제물 자녀 영구 음식 주다 집의 정결 먹다
민수기,18,12,여호와 드리다 소산 제일 좋다 기름 제일 좋다 포도주 곡식 주다
민수기,18,13,여호와 드리다 처음 익다 모든 열매 정결 먹다
민수기,18,14,이스라엘 특별하다 드리다 모든
민수기,18,15,여호와 드리다 모든 생물 처음 짐승 처음 태어나다 대속 처음 태어나다 부정 짐승 대속
민수기,18,16,대속 지다 소의 세겔 따르다 세겔 하라 세겔 이십 게라
민수기,18,17,처음 태어나다 소나 처음 태어나다 처음 태어나다 염소 대속 지니 거룩하다 피다 제단 뿌리 기름 살라 여호와 향기롭다 화제 드릴
민수기,18,18,고기 돌리다 흔들다 가슴 오른쪽 넓적다리 돌리다
민수기,18,19,이스라엘 자손 여호와 거제 드리다 모든 영구 음식 자녀 주노 여호와 후손 영원하다 소금 언약
민수기,18,20,여호와 아론 이스라엘 자손 기업 분깃 이스라엘 자손 분깃 기업
민수기,18,21,레위인 이스라엘 십일조 레위 자손 기업 주어 회막 갚다
민수기,18,22,이스라엘 자손 회막 가까이 죄값 죽다 하노
민수기,18,23,레위인 회막 봉사 담당 이스라엘 자손 기업 대대 영원하다 율례
민수기,18,24,이스라엘 자손 여호와 거제 드리다 십일조 레위인 기업 주다 대하 이스라엘 자손 기업
민수기,18,25,레위인 십일조 여호와 모세 말씀
민수기,18,26,레위인 이스라엘 자손 받다 기업 십일조 받다 십일조 십일조 거제 여호와 드릴
민수기,18,27,제물 타작 마당 드리다 곡물 포도 드리다 여기다
민수기,18,28,이스라엘 자손 받다 모든 십일조 여호와 거제 드리다 여호와 드리다 제물 제사장 아론 돌리다
민수기,18,29,받다 모든 아름답다 거룩하다 부분 가다 여호와 거제 드리다
민수기,18,30,아름답다 가다 드리다 남다 레위인 타작 마당 소출 포도 소출
민수기,18,31,속이다 먹다 회막 보수
민수기,18,32,아름답다 받다 들다 드리다 담당 이스라엘 자손 더럽히다 말르다 죽지
민수기,19,1,붉다 송아지 여호와 모세 아론 말씀
민수기,19,2,여호와 명령 율례 이스라엘 자손 온전 멍에 메다 붉다 송아지 게로 끌다
민수기,19,3,제사장 엘르아살 진영 끌다 목전 잡다
민수기,19,4,제사장 엘르아살 손가락 찍다 회막 뿌리
민수기,19,5,암소 목전 사르 가죽 고기 사르
민수기,19,6,동시 제사장 향목 우슬초 홍색 가다 송아지 사르다 가운데 던지다
민수기,19,7,제사장 씻다 진영 들어가다 저녁 부정 하리
민수기,19,8,송아지 사르다 자도 씻다 저녁 부정 하리
민수기,19,9,정결 자가 송아지 거두다 진영 두다 이스라엘 자손 회중 간직 부정 씻다 간직 속죄 제니
민수기,19,10,송아지 거두다 자도 저녁 부정 하리 이스라엘 자손 거류 외인 영원하다 율례니
민수기,19,11,시체 만지다 시체 만지다 자다 이레 부정 하리
민수기,19,12,잿물 정결 리하 정결 부정
민수기,19,13,죽다 시체 지고 정결 자다 여호와 더럽히다 이스라엘 끊어지다 정결 뿌리 깨끗하다 부정
민수기,19,14,장막 이러하다 장막 들어가다 장막 자가 이레 부정
민수기,19,15,뚜껑 열다 놓다 덮다 그릇 부정
민수기,19,16,들다 죽다 시체 무덤 만지다 이레 부정 하리
민수기,19,17,부정 자르다 깨끗하다 사르다 가다 흐르다 그릇 담다
민수기,19,18,정결 자가 우슬초 가다 찍다 장막 모든 기구 거기 뿌리 죽이다 당한 시체 무덤 만지다 뿌리다
민수기,19,19,정결 자가 부정 뿌리다 정결 씻다 저녁 정결 하리
민수기,19,20,부정 정결 여호와 더럽히다 회중 가운데 끊어지다 정결 뿌리다 받다 부정
민수기,19,21,영구 율례니 정결 뿌리다 자다 정결 만지다 자다 저녁 부정
민수기,19,22,부정 자가 만지다 부정 만지다 자도 저녁 부정 하리
민수기,20,1,가다 데스 다툼 므리바 추다 첫째 이스라엘 자손 회중 광야 백성 가다 데스 미리암 거기 죽다 거기 장사
민수기,20,2,회중 물이 모세 아론 모여들다
민수기,20,3,백성 모세 다투다 형제 여호와 죽다 좋다 뻔하다
민수기,20,4,여호와 회중 광야 인도 짐승 죽다
민수기,20,5,애굽 나오다 나쁘다 인도 파종 무화과 포도 석류 말다
민수기,20,6,모세 아론 회중 떠나다 회막 엎드리다 여호와 영광 나타나다
민수기,20,7,여호와 모세 말씀
민수기,20,8,지팡이 가지 아론 회중 모으다 목전 반석 명령 하라 반석 내다 회중 짐승 말다
민수기,20,9,모세 명령 여호와 지팡이 잡다
민수기,20,10,모세 아론 회중 반석 모으다 모세 반역 들다 반석 내다
민수기,20,11,모세 들다 지팡이 반석 치다 물이 솟다 회중 짐승 마시다
민수기,20,12,여호와 모세 아론 나르다 믿다 이스라엘 자손 목전 거룩하다 나타내다 회중 인도 들이다 하리
민수기,20,13,이스라엘 자손 여호와 다투다 므리바 물이 하니 여호와 거룩하다 나타내다
민수기,20,14,에돔 이스라엘 지나가다 거절 모세 가다 데스 에돔 사신 보내다 형제 이스라엘 당한 모든 고난 알다
민수기,20,15,조상 애굽 내려가다 애굽 거주 애굽 조상 학대
민수기,20,16,여호와 부르짖다 소리 들다 천사 보내다 애굽 인도 내다 변방 모퉁이 가다 데스 사오다
민수기,20,17,건대 지나가다 하소 포도 지나가다 우물 말다 큰길 로만 지나가다 지경 나가다 왼쪽 오른쪽 치우치다 하리 하라
민수기,20,18,에돔 대다 가운데 지나가다 하리 들다 나아가다 대적 하노
민수기,20,19,이스라엘 자손 큰길 로만 지나가다 짐승 말다 도보 지나가다 일도 으리
민수기,20,20,지나가다 하리 에돔 많다 백성 느리다 나오다 강하다 막다
민수기,20,21,에돔 이스라엘 영토 지나가다 용납 이스라엘 돌이키다
민수기,20,22,아론 죽음 이스라엘 자손 회중 가다 데스 떠나다 호르 더니
민수기,20,23,여호와 에돔 변경 호르 모세 아론 말씀
민수기,20,24,아론 조상 돌아가다 이스라엘 자손 들어가다 하리 므리바 거역 까닭
민수기,20,25,아론 아들 엘르아살 데리 호르
민수기,20,26,아론 벗기다 아들 엘르아살 입히다 아론 거기 죽다 조상 돌아가다
민수기,20,27,모세 여호와 명령 따르다 회중 목전 호르
민수기,20,28,모세 아론 벗기다 아들 엘르아살 입히다 아론 꼭대기 죽다 모세 엘르아살 내려오다
민수기,20,29,회중 이스라엘 족속 아론 죽다 삼십 애곡
민수기,21,1,호르마 점령 네겝 거주 가나안 아랏 이스라엘 다림 오다 듣다 이스라엘 치다 사로자다
민수기,21,2,이스라엘 여호와 서원 백성 넘기다 멸하리
민수기,21,3,여호와 이스라엘 목소리 들다 가나안 넘기다 이름 호르마
민수기,21,4,놋뱀 백성 백성 호르 출발 홍해 따르다 에돔 우회 백성 마음
민수기,21,5,백성 하나님 모세 원망하다 애굽 인도 내다 광야 죽다 먹다 마음 하찮다 음식 싫어하다
민수기,21,6,여호와 불뱀 백성 보내다 백성 이스라엘 백성 죽다 자가 많다
민수기,21,7,백성 모세 말다 여호와 원망하다 범죄 사오다 여호와 기도 떠나다 하소 모세 백성 기도
민수기,21,8,여호와 모세 불뱀 만들다 장대 매달다 물리다 살리다
민수기,21,9,모세 놋뱀 만들다 장대 다니다 물리다 자가 놋뱀 쳐다보다 살다
민수기,21,10,이스라엘 자손 모압 떠나다 이스라엘 자손 떠나다 치다
민수기,21,11,떠나다 모압 앞쪽 돋다 광야 이예 바림 치다
민수기,21,12,거기 떠나다 세렛 골짜기 치다
민수기,21,13,거기 떠나다 아모리인 영토 흐르다 나오다 광야 아르 건너편 치다 아르 모압 아모리 사이 모압 경계
민수기,21,14,여호와 전쟁기 수바 오다 허다 아르 골짜기
민수기,21,15,모든 골짜기 비탈 아르 고을 기울어지다 모압 경계 닿다
민수기,21,16,거기 브엘 브엘 여호와 모세 명령 기르다 백성 모으다 주리 우물
민수기,21,17,이스라엘 노래 우물 솟다 노래 하라
민수기,21,18,우물 지휘 파다 백성 귀인 지팡이 광야 다나 이르렀
민수기,21,19,다나 할리 이르렀 할리 바못 이르렀
민수기,21,20,바못 모압 들다 골짜기 광야 내다 보이다 비스 꼭대기 이르렀더
민수기,21,21,동쪽 점령 이스라엘 아모리 사신 보내다
민수기,21,22,지나가다 하소 포도 들어가다 우물 말다 지경 나가다 큰길 로만 지나 가리다
민수기,21,23,이스라엘 영토 지나가다 용납 백성 모으다 이스라엘 치르다 광야 나오다 야하스 이스라엘 치다
민수기,21,24,이스라엘 칼날 치다 찌르다 아르 얍복 점령 암몬 자손 암몬 자손 경계 견고하다
민수기,21,25,이스라엘 모든 빼앗다 아모리인 모든 헤스 본과 모든 촌락 거주
민수기,21,26,헤스 아모리인 도성 모압 모든 아르 빼앗다
민수기,21,27,시인 읊어 헤스 오다 세우다 견고하다
민수기,21,28,헤스 나오다 화염 나오다 모압 아르 삼키다 아르 높다 주인
민수기,21,29,모압 당하다 모스 백성 멸망하다 아들 도망 아모리인 포로
민수기,21,30,쏘다 헤스 디본 메드바 가깝다 노바 황폐
민수기,21,31,이스라엘 아모리인 거주
민수기,21,32,모세 보내다 정탐 촌락 빼앗다 아모리인 몰다 내다
민수기,21,33,돌이키다 바산 올라가다 바산 백성 느리다 나오다 맞다 에드 레이 싸우다
민수기,21,34,여호와 모세 두렵다 말르다 백성 넘기다 헤스 거주 아모리인
민수기,21,35,아들 백성 치다 남다 점령
민수기,22,1,모압 발람 불다 이스라엘 자손 떠나다 모압 평지 치다 건너편 여리고 맞은편
민수기,22,2,아들 발락 이스라엘 아모리인 모든
민수기,22,3,모압 심하다 두렵다 이스라엘 백성 많다 음으로 모압 이스라엘 자손 번민
민수기,22,4,미디안 장로 무리 소가 뜯다 먹음 사방 뜯다 먹다 하니 아들 발락 모압
민수기,22,5,사신 브올 아들 발람 고향 가다 브돌 보내다 발람 부르다 보라 민족 애굽 나오다 지면 덮이다 맞은편 거주
민수기,22,6,강하니 건대 오다 나르다 백성 저주 치다 이기다 몰다 그대 비다 자다 받다 저주 자다 저주 받다 알다
민수기,22,7,모압 장로 미디안 장로 복채 가지 떠나다 발람 발락 전하
민수기,22,8,발람 유숙 여호와 내다 대다 모압 귀족 발람 유숙
민수기,22,9,하나님 발람 말씀
민수기,22,10,발람 하나님 아뢰다 모압 아들 발락 내다 보내다 들이다 기르다
민수기,22,11,보라 애굽 나오다 민족 지면 덮이다 오다 나르다 저주 치다 몰다
민수기,22,12,하나님 발람 가지 백성 저주 말르다 받다 들이다
민수기,22,13,발람 아침 일어나서 발락 귀족 돌아가다 여호와 가기 허락
민수기,22,14,모압 귀족 일어나다 발락 가다 전하 발람 오기 거절
민수기,22,15,발락 들보 높다 고관 보내다
민수기,22,16,발람 나아가다 아들 발락 말씀 건대 거리 내게로 오라
민수기,22,17,그대 높이다 크게 존귀 그대 내다 시행 하리 건대 오다 나르다 백성 저주
민수기,22,18,발람 발락 신하 대답 발락 가득하다 은금 내다 주다 여호와 하나님 말씀 어기다 덜하다 더하다
민수기,22,19,유숙 여호와 내다 말씀 더하다 알아보다
민수기,22,20,하나님 발람 부르다 오다 일어나다 가라 준행
민수기,22,21,발람 나귀 발람 아침 일어나서 나귀 안장 지우다 모압 고관 가다
민수기,22,22,하나님 진노 여호와 사자 막다 서다 발람 나귀 종은
민수기,22,23,나귀 여호와 사자 빼다 들다 벗어나다 들어가다 발람 나귀 돌이키다 채찍 지다
민수기,22,24,여호와 사자 포도 사이 좁다 서다 좌우
민수기,22,25,나귀 여호와 사자 대고 발람 짓누르다 발람 채찍 지다
민수기,22,26,여호와 사자 나아가다 좌우 좁다 선지
민수기,22,27,나귀 여호와 사자 발람 엎드리다 발람 지팡이 나귀 때리다
민수기,22,28,여호와 나귀 발람 나르다 때리다
민수기,22,29,발람 나귀 말다 나르다 거역 죽이다
민수기,22,30,나귀 발람 오늘 일생 나귀 버릇 말다
민수기,22,31,여호와 발람 밝히다 여호와 사자 머리 숙이다 엎드리다
민수기,22,32,여호와 사자 나귀 때리다 보라 길이 사악하다 막다 나오다
민수기,22,33,나귀 나르다 돌이키다 나귀 돌이키다 나르다 피하 벌써 나귀 살리다
민수기,22,34,발람 여호와 사자 말다 범죄 나르다 막다 서신 기쁘다 돌아가다
민수기,22,35,여호와 사자 발람 가라 발람 발락 고관 가다
민수기,22,36,발락 발람 대접 발락 발람 오다 듣다 모압 변경 아르 가다 가다 영접
민수기,22,37,발락 발람 특별하다 보내다 그대 부르다 그대 내다 오지 그대 높이다 존귀
민수기,22,38,발람 발락 오기 능력 으리 끄다 하나님 주시 말씀
민수기,22,39,발람 발락 동행 기럇후솟 늘다
민수기,22,40,발락 잡다 발람 고관 대접
민수기,22,41,발람 예언 아침 발락 발람 인도 바알 발람 거기 이스라엘 백성
민수기,23,1,발람 발락 나르다 제단 쌓다 거기 송아지 마리 숫양 마리 준비 소서
민수기,23,2,발락 발람 준비 발락 발람 제단 송아지 숫양 드리다
민수기,23,3,발람 발락 제물 소서 저리 가리다 여호와 오다 나르다 만나다 내다 지시 알리리 언덕길 가다
민수기,23,4,하나님 발람 발람 아뢰다 제단 쌓다 제단 송아지 숫양 드리다
민수기,23,5,여호와 발람 말씀 주시 발락 돌아가다
민수기,23,6,발락 돌아가다 발락 모압 모든 고관 제물 서다
민수기,23,7,발람 예언 전하 말다 발락 나르다 아람 모압 동쪽 데리다 기르다 오다 나르다 야곱 저주 오다 이스라엘 꾸짖다
민수기,23,8,하나님 저주 자르다 저주 여호와 꾸짖다 자르다 꾸짖다
민수기,23,9,바위 작다 바라보다 백성은 홀로 여러 민족 하나로
민수기,23,10,야곱 티끌 세다 이스라엘 사분 셀고 의인 죽음 죽다 원하다 종말 바라다
민수기,23,11,발락 발람 그대 내다 원수 저주 그대 데려오다 그대 축복
민수기,23,12,발람 대답 여호와 주신 말씀 으리 끄다
민수기,23,13,발람 예언 발락 말다 나오다 달리 가다 거기 서다 보지 보리 거기 나르다 저주
민수기,23,14,들다 인도 비스 꼭대기 제단 쌓다 제단 송아지 숫양 드리다
민수기,23,15,발람 발락 여호와 나뵐 제물 소서 하니
민수기,23,16,여호와 발람 말씀 주시 발락 돌아가다
민수기,23,17,발람 가다 발락 제물 서다 모압 고관 발락 발람 여호와 말씀
민수기,23,18,발람 예언 기르다 발락 일어나다 들다 아들 내다 자세하다 들다
민수기,23,19,하나님 거짓말 인생 후회 시도 말씀 바르다 말씀 실행
민수기,23,20,축복 받다 주신 돌이키다
민수기,23,21,야곱 허물 보지 이스라엘 반역 보지 여호와 하나님 계시다 부르다 소리
민수기,23,22,하나님 애굽 인도 내다 들소
민수기,23,23,야곱 점술 이스라엘 복술 야곱 이스라엘 대하 하나님 그리다 크다 하리
민수기,23,24,백성 사자 일어나고 사자 일어나서 움키다 먹다 죽이다 마시기 눕다
민수기,23,25,발락 발람 저주 축복 말르다
민수기,23,26,발람 발락 대답 기르다 여호와 말씀
민수기,23,27,발람 예언 발락 발람 오라 인도 하리 거기 나르다 저주 하나님 기쁘다
민수기,23,28,발락 발람 인도 광야 내다 보이다 브올 꼭대기
민수기,23,29,발람 발락 나르다 제단 쌓다 거기 송아지 마리 숫양 마리 준비 소서
민수기,23,30,발락 발람 제단 송아지 숫양 드리다
민수기,24,1,발람 이스라엘 축복 여호와 선하다 전과 점술 쓰다 광야
민수기,24,2,들다 이스라엘 천막 하나님
민수기,24,3,예언 전하 말다 브올 아들 발람 감다 자가
민수기,24,4,하나님 말씀 듣다 전능 환상 엎드리다 뜨다 자가
민수기,24,5,야곱 장막 이스라엘 거처 그리다 아름답다
민수기,24,6,벌어지다 골짜기 가의 동산 여호와 심다 침향 가의 향목
민수기,24,7,물통 물이 넘치다 많다 가다 높다 나라 흥왕 하리
민수기,24,8,하나님 애굽 인도 내다 들소 적국 삼키다 꺾다 화살 쏘다 꿰뚫다
민수기,24,9,꿇다 앉다 누움 사자 사자 일으키다 축복 받다 저주 저주 받다
민수기,24,10,발람 마지막 예언 발락 발람 손뼉 말다 그대 부르다 원수 저주 그대 축복
민수기,24,11,그대 그대 달아나다 그대 높이다 심하다 존귀 여호와 그대 막다 존귀
민수기,24,12,발람 발락 내다 보내다 사신
민수기,24,13,발락 가득하다 은금 내다 주다 여호와 말씀 어기 선악 여호와 말씀 말다
민수기,24,14,백성 돌아가다 들다 백성 후일 백성 어떻다 하리
민수기,24,15,예언 기르다 브올 아들 발람 감다 자가
민수기,24,16,하나님 말씀 듣다 자가 높다 자의 지식 알다 전능 환상 엎드리다 뜨다 자가
민수기,24,17,바라보다 가깝다 야곱 나오다 이스라엘 일어나서 모압 치다 찌르다 자식 멸하리
민수기,24,18,원수 에돔 유산 원수 일도 유산 동시 이스라엘 용감하다 행동 하리
민수기,24,19,주권 야곱 나서다 남다 멸절 하리
민수기,24,20,아말렉 바라보다 예언 기르다 아말렉 민족 으뜸 종말 멸망
민수기,24,21,족속 바라보다 예언 기르다 거처 견고하다 보금자리 바위
민수기,24,22,가인 쇠약하다 수르 포로
민수기,24,23,예언 기르다 슬프다 하나님 자가
민수기,24,24,깃딤 해변 오다 수르 학대 괴롭히다 멸망하다
민수기,24,25,발람 일어나다 돌아가다 발락 가다
민수기,25,1,브올 생기다 이스라엘 싯딤 머물다 백성 모압 여자 음행 시작
민수기,25,2,여자 신들 제사 이스라엘 백성 백성 먹다 신들 하므다
민수기,25,3,이스라엘 바알브올 가담 지라 여호와 이스라엘 진노
민수기,25,4,여호와 모세 백성 수령 잡다 태양 여호와 매다 달라 리하 여호와 진노 이스라엘 떠나다
민수기,25,5,모세 이스라엘 재판관 바알브올 가담 하니
민수기,25,6,이스라엘 자손 회중 회막 이스라엘 자손 모세 회중 눈앞 미디안 여인 데리 형제 지라
민수기,25,7,제사장 아론 손자 엘르아살 아들 비다 회중 가운데 일어나다 들다
민수기,25,8,이스라엘 남자 따르다 막사 들어가다 이스라엘 남자 여인 꿰뚫다 죽이다 염병 이스라엘 자손 그치다
민수기,25,9,염병 죽다 자가 사천
민수기,25,10,여호와 모세 말씀
민수기,25,11,제사장 아론 손자 엘르아살 아들 비다 질투 질투 이스라엘 자손 돌이키다 질투 소멸하다
민수기,25,12,하라 평화 언약 주리다
민수기,25,13,후손 영원하다 제사장 직분 언약 하나님 질투 이스라엘 자손 속죄
민수기,25,14,죽이다 당한 이스라엘 남자 미디안 여인 죽이다 당한 자의 이름 시므리 살루 아들 시므온 조상 가문 지도자
민수기,25,15,죽이다 당한 미디안 여인 이름 고스 수르 수르 미디안 백성 조상 가문 수령
민수기,25,16,여호와 모세 말씀
민수기,25,17,미디안 대적 치르다
민수기,25,18,속임수 대적 브올 일과 미디안 지휘 브올 일로 염병 일어나다 죽이다 당한 자매 고스 사건 유혹
민수기,26,1,인구 조사 염병 여호와 모세 제사장 아론 아들 엘르아살 말씀
민수기,26,2,이스라엘 자손 회중 총수 조상 가문 따르다 조사 이스라엘 이십 전쟁 나가다 모든 자르다 계수
민수기,26,3,모세 제사장 엘르아살 여리고 맞은편 가다 모압 평지 전하
민수기,26,4,여호와 애굽 나오다 모세 이스라엘 자손 명령 이십 자르다 계수 하니
민수기,26,5,이스라엘 장자 르우벤 르우벤 자손 종족 발루 발루 종족
민수기,26,6,헤스 헤스 종족 갈다 밉다 갈다 밉다 종족
민수기,26,7,르우벤 종족 계수 자가 사만 삼천칠백삼십
민수기,26,8,발루 아들 엘리
민수기,26,9,엘리압 아들 느무엘 다단 아비 다단 아비 회중 가운데 부르다 받다 고라 무리 들어가다 모세 아론 거슬러 여호와 역할
민수기,26,10,벌리다 무리 고라 삼키다 죽다 당시 이백오십 삼키다 징표
민수기,26,11,고라 아들 죽지
민수기,26,12,시므온 자손 종족 이러하다 느무엘 느무 종족 종족 기다 기다 종족
민수기,26,13,세라 세라 종족 사울 사울 종족
민수기,26,14,시므온 종족 계수 자가 이천이백
민수기,26,15,자손 종족 이러하다 스본 스본 종족 학기 학기 종족 수니 수니 종족
민수기,26,16,오스 오스 종족 에리 에리 종족
민수기,26,17,종족 아렐리 아렐리 종족
민수기,26,18,자손 종족 계수 자가 사만 오백
민수기,26,19,유다 아들 에르 오난 에르 오난 가나안 죽다
민수기,26,20,유다 자손 종족 이러하다 셀라 셀라 종족 베레스 베레 종족 세라 세라 종족
민수기,26,21,베레 자손 이러하다 헤스 헤스 종족 하물 하물 종족
민수기,26,22,유다 종족 계수 자가 칠만 육천오백
민수기,26,23,잇사갈 자손 종족 이러하다 돌라 돌라 종족 부와 불다 종족
민수기,26,24,야숩 야숩 종족 시므론 시므론 종족
민수기,26,25,잇사갈 종족 계수 자가 육만 사천삼백
민수기,26,26,스불론 자손 종족 이러하다 세렛 세렛 종족 엘론 엘론 종족 얄르엘 얄르 종족
민수기,26,27,스불론 종족 계수 자가 육만 오백
민수기,26,28,요셉 아들 종족 므낫세 에브라임
민수기,26,29,므낫세 자손 마길 자손 마길 종족 길이 기르다 낳다 기르다 자손 기르다 종족
민수기,26,30,기르다 자손 이러하다 종족 헬렉 헬렉 종족
민수기,26,31,아스 리엘 아스리 종족 종족
민수기,26,32,스미다 스미다 종족 헤벨 헤벨 종족
민수기,26,33,헤벨 아들 슬로브핫 아들 이름 말르다 노아 호글 오다 밀다 디르사
민수기,26,34,므낫세 종족 계수 자가 오만 이천칠백
민수기,26,35,에브라임 자손 종족 이러하다 수델라 수델 종족 베겔 베겔 종족 다한 다한 종족
민수기,26,36,수델 자손 이러하다 종족
민수기,26,37,에브라임 자손 종족 계수 자가 삼만 이천오백 이상은 종족 따르다 요셉 자손
민수기,26,38,베냐민 자손 종족 이러하다 벨라 벨라 종족 아스 아스 종족 종족
민수기,26,39,스부밤 스부밤 종족 후밤 후밤 종족
민수기,26,40,벨라 아들 아릇 아만 아릇 아릇 종족 아만 나다 종족 나다
민수기,26,41,종족 따르다 베냐민 자손 계수 자가 사만 오천육백
민수기,26,42,자손 종족 이러하다 종족 나다 종족 따르다 종족
민수기,26,43,모든 종족 계수 자가 육만 사천사백
민수기,26,44,아셀 자손 종족 이러하다 임나 임나 종족 이스 이스 종족 브리 브리 종족
민수기,26,45,브리 자손 헤벨 헤벨 종족 말기 말기 종족
민수기,26,46,아셀 이름 세라
민수기,26,47,아셀 자손 종족 계수 자가 오만 삼천사백
민수기,26,48,납달리 자손 종족 이러하다 종족 구니 구니 종족
민수기,26,49,종족 실렘 실렘 종족
민수기,26,50,종족 따르다 납달리 종족 계수 자가 사만 오천사백
민수기,26,51,이스라엘 자손 계수 자가 육십만 천칠백삼십
민수기,26,52,여호와 모세 말씀
민수기,26,53,명수 나누다 주어 기업 삼다 하라
민수기,26,54,수가 많다 기업 수가 적다 기업 적다 계수 각기 기업 주다
민수기,26,55,제비 뽑다 나누다 조상 파의 이름 따르다 얻다
민수기,26,56,막론 기업 제비 뽑다 나누다
민수기,26,57,레위인 계수 종족 이러하다 게르 게르 종족 종족 므라리 라리 종족
민수기,26,58,레위 종족 이러하다 종족 헤브론 종족 말리 종족 무시 종족 고라 종족 아므람 낳다
민수기,26,59,아므람 이름 요게벳 레위 따다 애굽 레위 자라 아므람 아론 모세 미리암 낳다
민수기,26,60,아론 나답과 아비 엘르아살 다말 나다
민수기,26,61,나답과 아비 여호와 드리다 죽다
민수기,26,62,개월 계수 레위인 모든 남자 삼천 이스라엘 자손 계수 들다 이스라엘 자손 기업
민수기,26,63,모세 제사장 엘르아살 계수 자라 여리고 맞은편 가다 모압 평지 이스라엘 자손 계수
민수기,26,64,모세 제사장 아론 시내 광야 계수 이스라엘 자손 들다
민수기,26,65,여호와 대하 말씀 기르다 광야 죽다 여분 아들 갈렙 아들 여호수아 남지
민수기,27,1,슬로브핫 요셉 아들 므낫세 종족 므낫세 현손 마길 증손 기르다 손자 헤벨 아들 슬로브핫 찾아오다 이름 말르다 노아 호글 오다 밀다 디르사
민수기,27,2,회막 모세 제사장 엘르아살 지휘 회중 서서
민수기,27,3,아버지 광야 죽다 여호와 거슬러 모이다 고라 무리 들다 죽다 아들
민수기,27,4,아들 아버지 이름 종족 삭제 아버지 형제 기업 주소
